University,Program,Degree,Entrance Semester,Decision,Decision Date,GPA,GRE Verbal,GRE Writing,GRE,Date Added,Notes
Loyola University Chicago,Clinical Psychology,PhD,F23,Wait listed,,,,,,2023-03-20,Hello! I was put on the 'alternative' list for Loyola Chicago's Clinical Psychology program. If anyone is considering not attending I would love to know to see what my chances are. This is my top choice!!! Thanks so much :)
Howard University,Counseling Psychology,PhD,F23,Wait listed,,,,,,2023-03-20,I was contacted today by the director letting me know I was waitlisted. She said the candidates offered admission have until April 15 to respond. This is one of my top choices so I'm hoping someone declines the offer. Good luck everyone!
Case Western Reserve University,Clinical Psychology,PhD,F23,Rejected,2023-03-17,,,,,2023-03-19,Email to check portal
University Of Windsor,Applied Social Psychology,PhD,F23,Accepted,2023-02-13,4.00,,,,2023-03-18,
University Of Manitoba,Psychology,Masters,F23,Accepted,2023-02-02,4.00,,,,2023-03-18,
"Personality, And Developmental Psychology, University Of Western Ontario",Social,PhD,F23,Accepted,2023-02-24,4.00,,,,2023-03-18,
Baylor University,Psychology,PhD,F23,Wait listed,,,,,,2023-03-17,
Claremont Graduate University,Positive Developmental Psychology,PhD,F23,Interview,,,,,,2023-03-17,
Chaminade University,Clinical Psychology,PsyD,F23,Accepted,2023-03-17,3.83,,,,2023-03-17,They sent me an email about scholarships and when I checked my portal I had been admitted into their program.
Teachers College,School Psychology,Masters,F23,Accepted,2023-03-16,,,,,2023-03-16,
Cornell University,Social Psychology,PhD,F23,Rejected,2023-03-16,4.00,168,5.00,154,2023-03-16,Generic rejection email; I'm currently in a master's program GPA 3.95
Northeastern University,Counseling Psychology,PhD,F23,Interview,,,,,,2023-03-16,"Did an interview, haven't heard anything since. Any other applicants out there?"
Clark University,Clinical Psychology,PhD,F23,Rejected,2023-01-31,,,,,2023-03-16,
Pacific University (Oregon),Clinical Psychology,PsyD,F23,Accepted,2023-03-09,,,,,2023-03-16,Notified via email unofficially and received the official call the next day! Congrats to everyone that was accepted!! Hopefully we can get in contact with each other somehow to make this transition a lot easier :)
"University Of Massachusetts, Amherst",Social Psychology,PhD,F23,Rejected,2023-03-16,,,,,2023-03-16,"ugh - horrible portal system - I got a notification to check for status change at 1am Wednesday, but no change until just now. Generic message but first line just says ""denied""."
Ball State University,Psychology,PhD,F23,Wait listed,,,,,,2023-03-16,You know what today is? A great day to release your offer to Ball State (â˜žï¾Ÿãƒ®ï¾Ÿ)â˜ž â˜œ(ï¾Ÿãƒ®ï¾Ÿâ˜œ)
Cardiff University,Psychology,Masters,F23,Accepted,2023-02-16,3.30,,,,2023-03-16,
Manchester,Business Psychology,Masters,F23,Accepted,2023-01-28,3.30,,,,2023-03-16,
Loughborough University,Work Psychology,Masters,F23,Accepted,2023-02-16,3.30,,,,2023-03-16,
University Of Surrey,Occupational And Organizational Psychology,Masters,F23,Accepted,2023-03-16,3.30,,,,2023-03-16,
University Of Calgary,School And Applied Child Psychology,Masters,F23,Wait listed,,,,,,2023-03-16,
SUNY Stony Brook,Psychology,Masters,F23,Accepted,2023-03-15,3.87,,,,2023-03-15,BA in Psychology. 1 paper was submitted for publication; still waiting to hear if it was accepted by the journal.
"Teachers College, Columbia University",Psychology In Education,Masters,S23,Accepted,2023-03-14,3.80,,,,2023-03-15,"Been my dream school for a long time, would love to go but the financial award I got isn't a lot to fund it. Not sure if it's worth the debt but we will see! Super shocked and excited either way! Good luck to everyone!"
Rutgers Universityâ€“New Brunswick,Clinical Psychology,PhD,F23,Accepted,2023-03-15,3.87,,,,2023-03-15,
Palo Alto University,Clinical Psychology,PhD,F23,Accepted,2023-03-15,,,,,2023-03-15,"3 yrs experience in the field, B.S in Applied Psychology, No GRE"
University Of San Francisco,I/O Psychology,Masters,F23,Accepted,2023-03-15,,,,,2023-03-15,Interviewed late February and just got my acceptance!
Southern Methodist University,Clinical Psychology,PhD,F23,Rejected,2023-03-15,,,,,2023-03-15,International
SUNY Buffalo,Clinical Psychology,PhD,F23,Rejected,2023-03-07,,,,,2023-03-15,International
MC,Counselling Psychology,Masters,F23,Rejected,2023-03-15,,,,,2023-03-15,
"Clinical Psychology, Columbia University",Psychology In Education,Masters,F23,Accepted,2023-03-14,,,,,2023-03-15,Over the moon!!!!
Florida State University (FSU),Clinical Psychology,PhD,F23,Accepted,2023-02-15,,,,,2023-03-15,
Eastern Michigan University,Clinical Psychology,PhD,F23,Accepted,2023-02-17,,,,,2023-03-15,
University Of Tennessee,Clinical Psychology,PhD,F23,Accepted,2023-03-08,,,,,2023-03-15,
UMass,Social Psychology,PhD,F23,Wait listed,,3.99,,,,2023-03-15,"ignore status. I got an email that my status changed in their portal (awful portal system btw) - but all it says is ""As of 03/15/2023 the status of your application is Update Pending"""
San Jose State University,Industrial Organizational Psychology,Masters,F23,Accepted,2023-03-10,3.70,,,,2023-03-14,They mailed me over the weekend my acceptance. I'm so excited! It was my top choice :)
George Mason University,Clinical Psychology,PhD,F23,Rejected,2023-03-14,3.70,,,,2023-03-14,
San Bernardino State University,Industrial Organizational Psychology,Masters,F23,Accepted,2023-03-14,3.70,,,,2023-03-14,No GRE required :)
Teachers College,Psychology In Education,Masters,F23,Accepted,2023-03-14,3.63,,,,2023-03-14,Got accepted to Columbia's TC - Masters of Psychology in Education Program (Clinical Psychology track) Notified by email!!
Teachers College - Columbia University,Counseling Psychology,Masters,F23,Accepted,2023-03-14,3.81,,,,2023-03-14,Just got the email! They also gave me  a scholarship but for some reason it's based on half-time status?? weird. anyways so excited!
Teachers College,Psychology,Masters,F23,Accepted,2023-03-14,3.94,,,,2023-03-14,
Adelphi University,Clinical Psychology,PhD,F23,Wait listed,,2.57,162,4.00,154,2023-03-14,From FC on behalf of LB.
University Of Tennessee,Industrial Organizational Psychology,Masters,F23,Accepted,2023-03-09,3.82,,,,2023-03-14,
Missouri State University,Industrial Organizational Psychology,Masters,F23,Accepted,2023-02-01,3.82,,,,2023-03-14,
Western University,Counseling Psychology,Masters,F23,Rejected,2023-03-14,3.70,,,,2023-03-14,
Oakland University,Psychology,Masters,F23,Interview,,3.00,,,,2023-03-14,
Marquette University,Clinical Psychology,PhD,F23,Rejected,2023-03-07,3.00,,,,2023-03-14,
University Of British Columbia-Okanagan Campus,Psychology-Psychological Science,PhD,F23,Accepted,2023-03-11,4.00,,,,2023-03-14,International Applicant
University Of British Columbia-Okanagan Campus,Psychology-Psychological Science,PhD,F23,Accepted,2023-03-11,4.00,,,,2023-03-14,International Applicant
University Of British Columbia-Okanagan Campus,Psychology-Psychological Science,PhD,F23,Accepted,2023-03-11,4.00,,,,2023-03-14,
Syracuse University,School Psychology,PhD,F23,Wait listed,,,,,,2023-03-14,
North Carolina State University,Applied Social Psychology,PhD,F23,Wait listed,,3.50,,,,2023-03-14,Still waiting on response. Applied for Fall 2023 and still have not received any sort of update. Decisions were estimated to go out January-February. It is now mid March and still nothing - hopefully I get an answer soon.
William James College,Clinical Psychology,PsyD,F23,Accepted,2023-03-13,,,,,2023-03-14,
Lehigh University,Psychology,PhD,F23,Wait listed,,,,,,2023-03-14,I emailed for updates and was informed I was on the waitlist.
"University Of California, Berkeley",Psychology,PhD,F23,Rejected,2023-03-14,,,,,2023-03-14,"I emailed for an update, they replied by saying visit day invite had been sent, if I had not received one that meant I was rejected"
University Of San Francisco,Clinical Psychology,PsyD,F23,Accepted,2023-03-08,3.83,,,,2023-03-14,
University Of Pennsylvania,Psychology,PhD,F23,Wait listed,,,,,,2023-03-13,"Disregard status - has anyone heard back from UPenn (acceptances, rejections, etc) yet?"
Cornell University,Psychology,PhD,F23,Wait listed,,,,,,2023-03-13,Disregard status - has anyone heard back from Cornell yet?
"University Of California, Los Angeles",Psychology,PhD,F23,Wait listed,,,,,,2023-03-13,Disregard status - has anyone heard back about any decision from UCLA yet?
"University Of California, Berkeley",Psychology,PhD,F23,Wait listed,,,,,,2023-03-13,"Disregard status - has anyone heard back from Berkeley (acceptances, rejections, etc) yet?"
Fordham University,Clinical Psychology,PhD,F23,Accepted,2023-03-13,,,,,2023-03-13,Top choice! I plan on accepting!
University Of North Dakota,Clinical Psychology,PhD,F23,Wait listed,,,,,,2023-03-13,"Congratulations to those accepted! I was wondering if anyone who has been accepted has decided to accept another offer, this is my top choice. Thanks!"
Seattle Pacific University,Clinical Psychology,PhD,F23,Rejected,2023-03-09,3.72,,,,2023-03-13,"Never emailed me about an update to the portal, was interviewed in a previous application season 2020/2021 but rejected after receiving higher qualifications 2 years later."
Loyola University Chicago,School Psychology,Masters,F23,Wait listed,,,,,,2023-03-13,"(EdS) Please decline offer if you don't plan on attending, thanks!"
Bowling Green State University,Industrial Organizational Psychology,PhD,F23,Accepted,2023-03-13,,,,,2023-03-13,Was just taken off the waitlist and given a formal offer.
Pacific University (Oregon),Clinical Psychology,PsyD,F23,Rejected,2023-03-11,3.94,,,,2023-03-13,
University Of Windsor,Child Clinical Psychology,PhD,F23,Rejected,2023-02-13,,,,,2023-03-13,"I was told that they only accept 3 applicants into this program so it's highly competitive, anyone else that got rejected don't be discouraged"
Nova Southeastern University,Clinical Psychology,PsyD,F23,Accepted,2023-03-13,,,,,2023-03-13,
Utah State University,School Psychology,PhD,F23,Accepted,2023-03-08,,,,,2023-03-13,Email from PI offering admission.
University Of Toronto,Counselling Psychology,Masters,F23,Interview,,,,,,2023-03-13,Please IGNORE INTERVIEW. Has anyone heard from UoT MEd Counselling Psych?
La Salle University,Clinical Psychology,PsyD,F23,Accepted,2023-03-10,3.90,,,,2023-03-13,Accepted via email and invited to accepted students day. Will be accepting! Good luck everyone :)
Middle Tennessee State University,Industrial Organizational Psychology,Masters,F23,Accepted,2023-03-08,3.70,,,,2023-03-13,
Lehigh University,Psychology,PhD,F23,Interview,,,,,,2023-03-13,"IGNORE STATUS: Can anyone let us know if they have heard an actual yes? Iâ€™ve sent emails to know what my status isâ€¦ no response, like they haven't decided yet or released anything official? I need to know, it will inform my decisions and we are one month from 4/15"
York University,Clinical Developmental Psychology,Masters,F23,Rejected,2023-02-24,4.00,,,,2023-03-12,
Arizona State University,Developmental Psychology,PhD,F23,Rejected,2023-03-12,,,,,2023-03-12,Application status: We regret we were unable to admit you
Temple University,Counseling Psychology,Masters,F23,Accepted,2023-03-12,3.86,,,,2023-03-12,"Got an ""update"" email, and checked the website!"
Georgia State University,Clinical Psychology,PhD,F23,Wait listed,,,,,,2023-03-12,Has anyone actually been accepted yet? Think we should assume rejection/waitlist at this point? This is legit all I think about now :(
George Washington University,Clinical Psychology,PsyD,F23,Accepted,2023-03-12,,,,,2023-03-12,"Email to check portal, but decision was on portal even before received this email
Received a merit based scholarship covering part of tuition
Will likely be accepting, and rejecting offers from Yeshiva & Widener"
Northeastern University,Applied Psychology,Masters,F23,Accepted,2023-03-08,3.75,,,,2023-03-11,"Interviews were held first week of March, then updates in the portal were posted about a week later."
Pacific University (Oregon),Clinical Psychology,PsyD,F23,Rejected,2023-03-11,,,,,2023-03-11,
Midwestern University - Glendale,Clinical Psychology,PsyD,F23,Accepted,2023-03-11,,,,,2023-03-11,
University Of San Francisco,Clinical Psychology,PsyD,F23,Accepted,2023-03-08,3.98,,,,2023-03-11,
La Salle University,Clinical Psychology,PsyD,F23,Accepted,2023-03-11,,,,,2023-03-11,
University Of Western Ontario,Field Of School And Applied Child Psychology,Masters,F23,Accepted,2023-03-11,,,,,2023-03-11,
PGSP-Stanford Consortium,Clinical Psychology,PsyD,F23,Accepted,2023-03-11,,,,,2023-03-11,
